trip_id,timestamp,left_turn,left_turn_success,rain,num_vehivles_around
4,1/15/2020 7:54:00,FALSE,FALSE,FALSE,8
4,1/15/2020 7:56:00,FALSE,FALSE,FALSE,4
4,1/15/2020 8:06:00,FALSE,FALSE,FALSE,3
4,1/15/2020 8:10:00,FALSE,FALSE,FALSE,2
4,1/15/2020 8:19:00,FALSE,FALSE,FALSE,4
4,1/15/2020 8:22:00,FALSE,FALSE,FALSE,5
4,1/15/2020 8:30:00,TRUE,FALSE,FALSE,1
4,1/15/2020 8:34:00,TRUE,FALSE,FALSE,8
4,1/15/2020 8:38:00,TRUE,FALSE,FALSE,0
4,1/15/2020 8:46:00,TRUE,FALSE,FALSE,1
5,7/15/2020 1:00:00,TRUE,TRUE,TRUE,2
5,7/15/2020 1:03:00,FALSE,FALSE,TRUE,0
5,7/15/2020 1:05:00,FALSE,FALSE,TRUE,1
5,7/15/2020 1:08:00,FALSE,FALSE,TRUE,8
5,7/15/2020 1:15:00,TRUE,TRUE,TRUE,2
5,7/15/2020 1:21:00,FALSE,FALSE,TRUE,7
5,7/15/2020 1:26:00,TRUE,FALSE,TRUE,4
5,7/15/2020 1:29:00,FALSE,FALSE,TRUE,4
5,7/15/2020 1:35:00,TRUE,TRUE,TRUE,2
5,7/15/2020 1:37:00,FALSE,FALSE,TRUE,2
5,7/15/2020 1:38:00,FALSE,FALSE,TRUE,2
5,7/15/2020 1:43:00,FALSE,FALSE,TRUE,0
5,7/15/2020 1:47:00,TRUE,TRUE,TRUE,5
5,7/15/2020 1:57:00,TRUE,TRUE,TRUE,3
5,7/15/2020 1:58:00,TRUE,FALSE,TRUE,6
5,7/15/2020 2:05:00,TRUE,TRUE,TRUE,2
5,7/15/2020 2:09:00,FALSE,FALSE,TRUE,4
5,7/15/2020 2:14:00,TRUE,TRUE,TRUE,5
5,7/15/2020 2:20:00,FALSE,FALSE,TRUE,0
5,7/15/2020 2:27:00,TRUE,TRUE,TRUE,8
5,7/15/2020 2:28:00,TRUE,TRUE,TRUE,6
6,2/26/2020 18:00:00,FALSE,FALSE,FALSE,0
6,2/26/2020 18:05:00,TRUE,TRUE,FALSE,7
6,2/26/2020 18:15:00,FALSE,FALSE,FALSE,8
6,2/26/2020 18:21:00,TRUE,TRUE,FALSE,6
6,2/26/2020 18:25:00,TRUE,FALSE,FALSE,8
6,2/26/2020 18:34:00,TRUE,TRUE,FALSE,1
6,2/26/2020 18:44:00,TRUE,TRUE,FALSE,0
6,2/26/2020 18:51:00,TRUE,TRUE,FALSE,6
6,2/26/2020 18:54:00,TRUE,TRUE,FALSE,0
7,5/8/2020 18:00:00,FALSE,FALSE,FALSE,2
7,5/8/2020 18:06:00,FALSE,FALSE,FALSE,4
7,5/8/2020 18:11:00,FALSE,FALSE,FALSE,0
7,5/8/2020 18:16:00,FALSE,FALSE,FALSE,3
7,5/8/2020 18:19:00,FALSE,FALSE,FALSE,4
7,5/8/2020 18:28:00,FALSE,FALSE,FALSE,0
7,5/8/2020 18:29:00,TRUE,FALSE,FALSE,8
7,5/8/2020 18:30:00,TRUE,FALSE,FALSE,6
7,5/8/2020 18:39:00,FALSE,FALSE,FALSE,8
7,5/8/2020 18:43:00,TRUE,TRUE,FALSE,0
7,5/8/2020 18:53:00,TRUE,FALSE,FALSE,2
7,5/8/2020 18:56:00,FALSE,FALSE,FALSE,7
7,5/8/2020 19:06:00,TRUE,TRUE,FALSE,2
7,5/8/2020 19:15:00,TRUE,TRUE,FALSE,3
8,7/1/2020 4:00:00,TRUE,TRUE,TRUE,4
8,7/1/2020 4:06:00,TRUE,FALSE,TRUE,4
8,7/1/2020 4:14:00,FALSE,FALSE,TRUE,2
8,7/1/2020 4:18:00,TRUE,TRUE,TRUE,6
8,7/1/2020 4:24:00,TRUE,FALSE,TRUE,2
8,7/1/2020 4:28:00,FALSE,FALSE,TRUE,6
8,7/1/2020 4:32:00,TRUE,TRUE,TRUE,0
8,7/1/2020 4:41:00,TRUE,TRUE,TRUE,6
8,7/1/2020 4:46:00,FALSE,FALSE,TRUE,5
8,7/1/2020 4:48:00,TRUE,TRUE,TRUE,3
8,7/1/2020 4:52:00,TRUE,TRUE,TRUE,2
8,7/1/2020 5:01:00,FALSE,FALSE,TRUE,0
8,7/1/2020 5:10:00,TRUE,TRUE,TRUE,7
8,7/1/2020 5:13:00,TRUE,TRUE,TRUE,4
8,7/1/2020 5:20:00,TRUE,TRUE,TRUE,4
8,7/1/2020 5:30:00,FALSE,FALSE,TRUE,3
8,7/1/2020 5:39:00,FALSE,FALSE,TRUE,1
8,7/1/2020 5:40:00,TRUE,TRUE,TRUE,2
8,7/1/2020 5:44:00,FALSE,FALSE,TRUE,8
8,7/1/2020 5:46:00,FALSE,FALSE,TRUE,0
8,7/1/2020 5:48:00,TRUE,TRUE,TRUE,7
8,7/1/2020 5:50:00,TRUE,TRUE,TRUE,6
9,1/15/2020 5:00:00,FALSE,FALSE,FALSE,4
9,1/15/2020 5:07:00,FALSE,FALSE,FALSE,6
9,1/15/2020 5:16:00,TRUE,TRUE,FALSE,7
9,1/15/2020 5:18:00,TRUE,FALSE,FALSE,8
9,1/15/2020 5:23:00,TRUE,FALSE,FALSE,6
9,1/15/2020 5:28:00,TRUE,TRUE,FALSE,4
9,1/15/2020 5:38:00,TRUE,FALSE,FALSE,1
9,1/15/2020 5:48:00,FALSE,FALSE,FALSE,3
9,1/15/2020 5:58:00,FALSE,FALSE,FALSE,2
9,1/15/2020 6:05:00,TRUE,FALSE,FALSE,5
9,1/15/2020 6:13:00,TRUE,FALSE,FALSE,3
9,1/15/2020 6:16:00,FALSE,FALSE,FALSE,4
9,1/15/2020 6:20:00,TRUE,TRUE,FALSE,1
9,1/15/2020 6:29:00,TRUE,FALSE,FALSE,4
9,1/15/2020 6:31:00,TRUE,FALSE,FALSE,0
9,1/15/2020 6:35:00,FALSE,FALSE,FALSE,5
9,1/15/2020 6:45:00,TRUE,TRUE,FALSE,5
9,1/15/2020 6:50:00,FALSE,FALSE,FALSE,4
9,1/15/2020 6:57:00,TRUE,TRUE,FALSE,5
9,1/15/2020 7:00:00,TRUE,FALSE,FALSE,2
9,1/15/2020 7:08:00,TRUE,TRUE,FALSE,3
9,1/15/2020 7:11:00,FALSE,FALSE,FALSE,5
9,1/15/2020 7:15:00,FALSE,FALSE,FALSE,2
9,1/15/2020 7:23:00,FALSE,FALSE,FALSE,5
9,1/15/2020 7:29:00,FALSE,FALSE,FALSE,3
9,1/15/2020 7:33:00,FALSE,FALSE,FALSE,8
9,1/15/2020 7:43:00,FALSE,FALSE,FALSE,1
9,1/15/2020 7:49:00,FALSE,FALSE,FALSE,7
9,1/15/2020 7:53:00,TRUE,FALSE,FALSE,8
9,1/15/2020 8:00:00,TRUE,TRUE,FALSE,0
9,1/15/2020 8:06:00,TRUE,FALSE,FALSE,1
9,1/15/2020 8:09:00,TRUE,TRUE,FALSE,1
9,1/15/2020 8:11:00,TRUE,FALSE,FALSE,4
9,1/15/2020 8:18:00,TRUE,TRUE,FALSE,2
9,1/15/2020 8:22:00,FALSE,FALSE,FALSE,4
9,1/15/2020 8:27:00,FALSE,FALSE,FALSE,2
9,1/15/2020 8:29:00,TRUE,FALSE,FALSE,4
9,1/15/2020 8:33:00,TRUE,FALSE,FALSE,8
9,1/15/2020 8:38:00,TRUE,FALSE,FALSE,6
9,1/15/2020 8:44:00,FALSE,FALSE,FALSE,5
10,5/9/2020 13:00:00,TRUE,TRUE,TRUE,7
10,5/9/2020 13:07:00,TRUE,TRUE,TRUE,2
10,5/9/2020 13:13:00,FALSE,FALSE,TRUE,2
10,5/9/2020 13:20:00,FALSE,FALSE,TRUE,5
10,5/9/2020 13:22:00,FALSE,FALSE,TRUE,4
10,5/9/2020 13:25:00,FALSE,FALSE,TRUE,7
10,5/9/2020 13:34:00,FALSE,FALSE,TRUE,7
10,5/9/2020 13:44:00,TRUE,TRUE,TRUE,3
10,5/9/2020 13:50:00,TRUE,TRUE,TRUE,1
10,5/9/2020 13:56:00,FALSE,FALSE,TRUE,5
10,5/9/2020 14:04:00,FALSE,FALSE,TRUE,6
10,5/9/2020 14:08:00,FALSE,FALSE,TRUE,0
10,5/9/2020 14:11:00,FALSE,FALSE,TRUE,3
10,5/9/2020 14:12:00,FALSE,FALSE,TRUE,6
10,5/9/2020 14:18:00,FALSE,FALSE,TRUE,1
10,5/9/2020 14:24:00,TRUE,TRUE,TRUE,4
10,5/9/2020 14:26:00,FALSE,FALSE,TRUE,0
10,5/9/2020 14:31:00,FALSE,FALSE,TRUE,1
10,5/9/2020 14:36:00,TRUE,TRUE,TRUE,5
10,5/9/2020 14:43:00,FALSE,FALSE,TRUE,6
10,5/9/2020 14:51:00,TRUE,FALSE,TRUE,6
10,5/9/2020 14:55:00,TRUE,FALSE,TRUE,7
10,5/9/2020 15:04:00,FALSE,FALSE,TRUE,1
10,5/9/2020 15:05:00,TRUE,FALSE,TRUE,6
10,5/9/2020 15:07:00,TRUE,TRUE,TRUE,1
10,5/9/2020 15:11:00,FALSE,FALSE,TRUE,2
10,5/9/2020 15:21:00,FALSE,FALSE,TRUE,5
10,5/9/2020 15:28:00,FALSE,FALSE,TRUE,3
10,5/9/2020 15:32:00,TRUE,FALSE,TRUE,2
10,5/9/2020 15:34:00,TRUE,TRUE,TRUE,4
10,5/9/2020 15:43:00,TRUE,TRUE,TRUE,6
10,5/9/2020 15:48:00,TRUE,TRUE,TRUE,3
11,2/26/2020 23:00:00,TRUE,TRUE,FALSE,6
11,2/26/2020 23:05:00,TRUE,TRUE,FALSE,7
11,2/26/2020 23:08:00,TRUE,TRUE,FALSE,5
11,2/26/2020 23:16:00,FALSE,FALSE,FALSE,7
11,2/26/2020 23:23:00,FALSE,FALSE,FALSE,5
11,2/26/2020 23:32:00,FALSE,FALSE,FALSE,5
11,2/26/2020 23:37:00,TRUE,TRUE,FALSE,1
11,2/26/2020 23:38:00,FALSE,FALSE,FALSE,0
11,2/26/2020 23:47:00,FALSE,FALSE,FALSE,5
11,2/26/2020 23:52:00,FALSE,FALSE,FALSE,3
11,2/27/2020 0:00:00,TRUE,FALSE,FALSE,0
11,2/27/2020 0:07:00,TRUE,TRUE,FALSE,4
11,2/27/2020 0:13:00,FALSE,FALSE,FALSE,4
11,2/27/2020 0:19:00,TRUE,TRUE,FALSE,2
11,2/27/2020 0:27:00,TRUE,TRUE,FALSE,0
11,2/27/2020 0:37:00,FALSE,FALSE,FALSE,3
11,2/27/2020 0:47:00,TRUE,FALSE,FALSE,2
11,2/27/2020 0:55:00,TRUE,FALSE,FALSE,0
11,2/27/2020 0:59:00,TRUE,TRUE,FALSE,4
11,2/27/2020 1:00:00,FALSE,FALSE,FALSE,4
11,2/27/2020 1:03:00,FALSE,FALSE,FALSE,2
11,2/27/2020 1:07:00,FALSE,FALSE,FALSE,3
11,2/27/2020 1:14:00,FALSE,FALSE,FALSE,7
11,2/27/2020 1:17:00,TRUE,FALSE,FALSE,2
11,2/27/2020 1:21:00,TRUE,TRUE,FALSE,4
11,2/27/2020 1:31:00,FALSE,FALSE,FALSE,6
11,2/27/2020 1:37:00,TRUE,TRUE,FALSE,3
11,2/27/2020 1:46:00,TRUE,TRUE,FALSE,6
11,2/27/2020 1:48:00,TRUE,FALSE,FALSE,5
11,2/27/2020 1:58:00,TRUE,TRUE,FALSE,3
11,2/27/2020 1:59:00,FALSE,FALSE,FALSE,8
11,2/27/2020 2:03:00,FALSE,FALSE,FALSE,3
11,2/27/2020 2:12:00,TRUE,TRUE,FALSE,7
11,2/27/2020 2:17:00,FALSE,FALSE,FALSE,8
12,4/24/2020 4:00:00,FALSE,FALSE,FALSE,8
12,4/24/2020 4:02:00,TRUE,FALSE,FALSE,6
12,4/24/2020 4:06:00,FALSE,FALSE,FALSE,3
12,4/24/2020 4:14:00,FALSE,FALSE,FALSE,3
12,4/24/2020 4:22:00,TRUE,FALSE,FALSE,0
12,4/24/2020 4:30:00,TRUE,TRUE,FALSE,5
12,4/24/2020 4:34:00,FALSE,FALSE,FALSE,3
13,2/1/2020 17:00:00,TRUE,FALSE,FALSE,2
14,6/19/2020 15:00:00,FALSE,FALSE,FALSE,7
14,6/19/2020 15:07:00,FALSE,FALSE,FALSE,3
14,6/19/2020 15:08:00,FALSE,FALSE,FALSE,8
14,6/19/2020 15:15:00,FALSE,FALSE,FALSE,0
14,6/19/2020 15:16:00,TRUE,TRUE,FALSE,4
14,6/19/2020 15:22:00,TRUE,TRUE,FALSE,6
14,6/19/2020 15:28:00,FALSE,FALSE,FALSE,3
14,6/19/2020 15:35:00,FALSE,FALSE,FALSE,8
14,6/19/2020 15:36:00,TRUE,TRUE,FALSE,8
14,6/19/2020 15:44:00,FALSE,FALSE,FALSE,1
14,6/19/2020 15:54:00,TRUE,TRUE,FALSE,3
14,6/19/2020 16:04:00,TRUE,TRUE,FALSE,3
14,6/19/2020 16:11:00,TRUE,TRUE,FALSE,4
14,6/19/2020 16:21:00,TRUE,TRUE,FALSE,7
14,6/19/2020 16:23:00,FALSE,FALSE,FALSE,6
14,6/19/2020 16:24:00,FALSE,FALSE,FALSE,5
14,6/19/2020 16:33:00,TRUE,TRUE,FALSE,6
14,6/19/2020 16:37:00,FALSE,FALSE,FALSE,6
14,6/19/2020 16:42:00,FALSE,FALSE,FALSE,0
14,6/19/2020 16:44:00,TRUE,TRUE,FALSE,4
14,6/19/2020 16:47:00,FALSE,FALSE,FALSE,2
14,6/19/2020 16:53:00,FALSE,FALSE,FALSE,7
14,6/19/2020 17:02:00,TRUE,TRUE,FALSE,3
14,6/19/2020 17:04:00,TRUE,TRUE,FALSE,8
14,6/19/2020 17:07:00,TRUE,TRUE,FALSE,2
14,6/19/2020 17:16:00,FALSE,FALSE,FALSE,0
15,2/29/2020 14:00:00,FALSE,FALSE,FALSE,3
15,2/29/2020 14:03:00,TRUE,TRUE,FALSE,0
15,2/29/2020 14:10:00,FALSE,FALSE,FALSE,7
15,2/29/2020 14:14:00,TRUE,TRUE,FALSE,8
15,2/29/2020 14:20:00,TRUE,TRUE,FALSE,1
16,2/13/2020 17:00:00,TRUE,TRUE,FALSE,0
16,2/13/2020 17:09:00,FALSE,FALSE,FALSE,6
16,2/13/2020 17:17:00,FALSE,FALSE,FALSE,5
16,2/13/2020 17:23:00,FALSE,FALSE,FALSE,7
16,2/13/2020 17:33:00,FALSE,FALSE,FALSE,8
16,2/13/2020 17:41:00,TRUE,TRUE,FALSE,8
16,2/13/2020 17:50:00,FALSE,FALSE,FALSE,8
16,2/13/2020 17:51:00,FALSE,FALSE,FALSE,1
16,2/13/2020 17:58:00,TRUE,TRUE,FALSE,1
16,2/13/2020 18:01:00,TRUE,TRUE,FALSE,1
16,2/13/2020 18:10:00,TRUE,FALSE,FALSE,1
16,2/13/2020 18:14:00,FALSE,FALSE,FALSE,1
16,2/13/2020 18:20:00,TRUE,TRUE,FALSE,2
16,2/13/2020 18:29:00,TRUE,FALSE,FALSE,6
16,2/13/2020 18:30:00,TRUE,FALSE,FALSE,5
17,5/9/2020 9:00:00,FALSE,FALSE,TRUE,5
18,7/3/2020 4:00:00,TRUE,FALSE,TRUE,5
18,7/3/2020 4:08:00,FALSE,FALSE,TRUE,7
19,1/30/2020 6:00:00,TRUE,FALSE,FALSE,2
19,1/30/2020 6:03:00,FALSE,FALSE,FALSE,4
20,2/27/2020 19:00:00,FALSE,FALSE,FALSE,3
20,2/27/2020 19:04:00,TRUE,FALSE,FALSE,5
20,2/27/2020 19:07:00,TRUE,FALSE,FALSE,7
20,2/27/2020 19:10:00,FALSE,FALSE,FALSE,6
20,2/27/2020 19:16:00,FALSE,FALSE,FALSE,5
20,2/27/2020 19:26:00,FALSE,FALSE,FALSE,8
20,2/27/2020 19:29:00,FALSE,FALSE,FALSE,8
20,2/27/2020 19:33:00,TRUE,FALSE,FALSE,8
20,2/27/2020 19:38:00,FALSE,FALSE,FALSE,1
20,2/27/2020 19:44:00,TRUE,TRUE,FALSE,4
20,2/27/2020 19:48:00,TRUE,TRUE,FALSE,7
20,2/27/2020 19:50:00,TRUE,FALSE,FALSE,5
20,2/27/2020 19:58:00,TRUE,FALSE,FALSE,1
20,2/27/2020 20:03:00,FALSE,FALSE,FALSE,5
20,2/27/2020 20:06:00,FALSE,FALSE,FALSE,6
20,2/27/2020 20:09:00,FALSE,FALSE,FALSE,5
20,2/27/2020 20:16:00,TRUE,TRUE,FALSE,8
20,2/27/2020 20:26:00,FALSE,FALSE,FALSE,4
20,2/27/2020 20:30:00,TRUE,TRUE,FALSE,1
20,2/27/2020 20:39:00,TRUE,TRUE,FALSE,4
20,2/27/2020 20:44:00,TRUE,FALSE,FALSE,2
20,2/27/2020 20:47:00,TRUE,FALSE,FALSE,0
20,2/27/2020 20:48:00,FALSE,FALSE,FALSE,7
21,4/22/2020 3:00:00,FALSE,FALSE,FALSE,4
21,4/22/2020 3:01:00,FALSE,FALSE,FALSE,3
21,4/22/2020 3:10:00,TRUE,TRUE,FALSE,0
21,4/22/2020 3:11:00,FALSE,FALSE,FALSE,6
21,4/22/2020 3:20:00,FALSE,FALSE,FALSE,3
21,4/22/2020 3:23:00,FALSE,FALSE,FALSE,7
21,4/22/2020 3:32:00,TRUE,TRUE,FALSE,3
21,4/22/2020 3:40:00,FALSE,FALSE,FALSE,8
21,4/22/2020 3:41:00,TRUE,TRUE,FALSE,7
21,4/22/2020 3:46:00,TRUE,TRUE,FALSE,5
21,4/22/2020 3:52:00,FALSE,FALSE,FALSE,1
21,4/22/2020 4:02:00,TRUE,TRUE,FALSE,2
21,4/22/2020 4:09:00,FALSE,FALSE,FALSE,8
21,4/22/2020 4:17:00,FALSE,FALSE,FALSE,3
21,4/22/2020 4:20:00,FALSE,FALSE,FALSE,7
21,4/22/2020 4:26:00,TRUE,TRUE,FALSE,2
21,4/22/2020 4:29:00,FALSE,FALSE,FALSE,0
21,4/22/2020 4:38:00,TRUE,TRUE,FALSE,5
21,4/22/2020 4:45:00,FALSE,FALSE,FALSE,5
21,4/22/2020 4:51:00,FALSE,FALSE,FALSE,4
21,4/22/2020 4:58:00,TRUE,TRUE,FALSE,2
21,4/22/2020 5:00:00,TRUE,TRUE,FALSE,1
21,4/22/2020 5:04:00,TRUE,TRUE,FALSE,7
21,4/22/2020 5:07:00,TRUE,TRUE,FALSE,3
21,4/22/2020 5:14:00,TRUE,TRUE,FALSE,0
21,4/22/2020 5:16:00,FALSE,FALSE,FALSE,0
21,4/22/2020 5:17:00,FALSE,FALSE,FALSE,2
21,4/22/2020 5:19:00,FALSE,FALSE,FALSE,2
21,4/22/2020 5:23:00,TRUE,TRUE,FALSE,4
21,4/22/2020 5:25:00,TRUE,TRUE,FALSE,5
21,4/22/2020 5:31:00,FALSE,FALSE,FALSE,6
21,4/22/2020 5:38:00,FALSE,FALSE,FALSE,5
21,4/22/2020 5:39:00,TRUE,TRUE,FALSE,2
21,4/22/2020 5:41:00,TRUE,FALSE,FALSE,6
21,4/22/2020 5:46:00,TRUE,TRUE,FALSE,1
21,4/22/2020 5:55:00,TRUE,TRUE,FALSE,0
21,4/22/2020 5:58:00,TRUE,FALSE,FALSE,8
21,4/22/2020 5:59:00,TRUE,TRUE,FALSE,7
21,4/22/2020 6:04:00,TRUE,FALSE,FALSE,6
21,4/22/2020 6:05:00,TRUE,FALSE,FALSE,6
21,4/22/2020 6:10:00,TRUE,TRUE,FALSE,0
21,4/22/2020 6:12:00,FALSE,FALSE,FALSE,4
21,4/22/2020 6:21:00,TRUE,TRUE,FALSE,4
21,4/22/2020 6:27:00,FALSE,FALSE,FALSE,8
21,4/22/2020 6:37:00,TRUE,TRUE,FALSE,2
21,4/22/2020 6:39:00,FALSE,FALSE,FALSE,6
21,4/22/2020 6:47:00,FALSE,FALSE,FALSE,5
21,4/22/2020 6:51:00,FALSE,FALSE,FALSE,4
21,4/22/2020 7:01:00,FALSE,FALSE,FALSE,2
21,4/22/2020 7:10:00,TRUE,TRUE,FALSE,3
21,4/22/2020 7:18:00,TRUE,TRUE,FALSE,0
21,4/22/2020 7:21:00,TRUE,FALSE,FALSE,3
21,4/22/2020 7:25:00,TRUE,TRUE,FALSE,2
21,4/22/2020 7:34:00,FALSE,FALSE,FALSE,2
21,4/22/2020 7:38:00,FALSE,FALSE,FALSE,5
21,4/22/2020 7:46:00,FALSE,FALSE,FALSE,1
21,4/22/2020 7:52:00,TRUE,TRUE,FALSE,4
21,4/22/2020 8:02:00,FALSE,FALSE,FALSE,4
21,4/22/2020 8:08:00,FALSE,FALSE,FALSE,4
21,4/22/2020 8:18:00,FALSE,FALSE,FALSE,2
21,4/22/2020 8:21:00,TRUE,TRUE,FALSE,6
21,4/22/2020 8:23:00,FALSE,FALSE,FALSE,0
21,4/22/2020 8:26:00,FALSE,FALSE,FALSE,4
21,4/22/2020 8:31:00,FALSE,FALSE,FALSE,7
21,4/22/2020 8:36:00,TRUE,TRUE,FALSE,4
21,4/22/2020 8:42:00,FALSE,FALSE,FALSE,5
21,4/22/2020 8:46:00,FALSE,FALSE,FALSE,4
21,4/22/2020 8:49:00,FALSE,FALSE,FALSE,6
21,4/22/2020 8:55:00,TRUE,TRUE,FALSE,7
21,4/22/2020 8:58:00,TRUE,TRUE,FALSE,5
22,1/15/2020 7:00:00,FALSE,FALSE,FALSE,0
22,1/15/2020 7:06:00,TRUE,TRUE,FALSE,1
22,1/15/2020 7:15:00,FALSE,FALSE,FALSE,5
22,1/15/2020 7:23:00,FALSE,FALSE,FALSE,0
22,1/15/2020 7:24:00,FALSE,FALSE,FALSE,0
22,1/15/2020 7:29:00,TRUE,FALSE,FALSE,7
22,1/15/2020 7:31:00,FALSE,FALSE,FALSE,3
23,2/1/2020 17:00:00,TRUE,TRUE,FALSE,0
23,2/1/2020 17:02:00,FALSE,FALSE,FALSE,8
23,2/1/2020 17:05:00,TRUE,TRUE,FALSE,2
23,2/1/2020 17:07:00,FALSE,FALSE,FALSE,8
23,2/1/2020 17:09:00,TRUE,TRUE,FALSE,5
23,2/1/2020 17:14:00,TRUE,FALSE,FALSE,6
23,2/1/2020 17:23:00,TRUE,FALSE,FALSE,7
23,2/1/2020 17:25:00,TRUE,FALSE,FALSE,6
23,2/1/2020 17:29:00,FALSE,FALSE,FALSE,6
23,2/1/2020 17:35:00,TRUE,FALSE,FALSE,5
23,2/1/2020 17:36:00,FALSE,FALSE,FALSE,2
23,2/1/2020 17:45:00,TRUE,FALSE,FALSE,6
23,2/1/2020 17:52:00,TRUE,FALSE,FALSE,2
23,2/1/2020 17:59:00,TRUE,FALSE,FALSE,7
23,2/1/2020 18:09:00,TRUE,FALSE,FALSE,3
23,2/1/2020 18:19:00,FALSE,FALSE,FALSE,6
23,2/1/2020 18:27:00,FALSE,FALSE,FALSE,4
23,2/1/2020 18:33:00,TRUE,TRUE,FALSE,5
